id,name,service,wilaya,price,rating,latitude,longitude,description
417.0,Reda_417,Chauffagiste,Boumerdès,2203,4.2,28.570251,-8.206575,"Chauffagiste professionnel à Boumerdès, prix 2203 DA"
418.0,Hichem_418,Maçon,Annaba,7949,3.1,24.249235,-4.035315,"Maçon professionnel à Annaba, prix 7949 DA"
419.0,Reda_419,Maçon,Jijel,6182,4.2,24.257212,-5.804608,"Maçon professionnel à Jijel, prix 6182 DA"
420.0,Hakim_420,Chauffagiste,Djanet,7568,3.6,29.069406,-3.629019,"Chauffagiste professionnel à Djanet, prix 7568 DA"
421.0,Lotfi_421,Jardinier,Biskra,7751,4.8,25.413592,6.235769,"Jardinier professionnel à Biskra, prix 7751 DA"
422.0,Brahim_422,Peintre,Saïda,5474,1.8,33.261771,-7.878591,"Peintre professionnel à Saïda, prix 5474 DA"
423.0,Mounir_423,Menuisier,In Salah,2268,3.5,23.960862,3.336869,"Menuisier professionnel à In Salah, prix 2268 DA"
424.0,Lotfi_424,Peintre,Oum El-Bouaghi,5103,2.3,34.100295,10.679906,"Peintre professionnel à Oum El-Bouaghi, prix 5103 DA"
425.0,Omar_425,Carreleur,Sidi Bel Abbès,4459,4.4,23.357051,2.135805,"Carreleur professionnel à Sidi Bel Abbès, prix 4459 DA"
426.0,Malik_426,Carreleur,El Meghaier,7859,4.7,35.589664,1.872118,"Carreleur professionnel à El Meghaier, prix 7859 DA"
427.0,Kamel_427,Plombier,In Guezzam,4125,2.5,35.162831,-3.081588,"Plombier professionnel à In Guezzam, prix 4125 DA"
428.0,Hichem_428,Peintre,Tindouf,7324,1.5,29.742109,-1.696061,"Peintre professionnel à Tindouf, prix 7324 DA"
429.0,Zinedine_429,Plombier,Djanet,4425,1.9,21.041796,7.868055,"Plombier professionnel à Djanet, prix 4425 DA"
430.0,Sami_430,Plombier,Médéa,7440,1.4,21.018053,2.997094,"Plombier professionnel à Médéa, prix 7440 DA"
431.0,Malik_431,Chauffagiste,Béjaïa,1233,4.8,19.116891,6.626823,"Chauffagiste professionnel à Béjaïa, prix 1233 DA"
432.0,Tahar_432,Carreleur,Bordj Badji Mokhtar,2360,2.3,21.28066,-1.649037,"Carreleur professionnel à Bordj Badji Mokhtar, prix 2360 DA"
433.0,Omar_433,Maçon,Bordj Badji Mokhtar,7292,4.3,21.395795,-2.439591,"Maçon professionnel à Bordj Badji Mokhtar, prix 7292 DA"
434.0,Salah_434,Carreleur,Blida,1861,2.2,22.574537,7.086157,"Carreleur professionnel à Blida, prix 1861 DA"
435.0,Farouk_435,Menuisier,Tébessa,7707,1.4,27.876982,4.295694,"Menuisier professionnel à Tébessa, prix 7707 DA"
436.0,Anis_436,Menuisier,Batna,3208,2.3,22.12874,0.584048,"Menuisier professionnel à Batna, prix 3208 DA"
437.0,Tahar_437,Menuisier,Bordj Bou Arréridj,4428,2.7,34.877667,6.194326,"Menuisier professionnel à Bordj Bou Arréridj, prix 4428 DA"
438.0,Sami_438,Peintre,El Tarf,1847,2.6,22.861327,1.034401,"Peintre professionnel à El Tarf, prix 1847 DA"
439.0,Lounis_439,Maçon,Souk Ahras,3769,4.3,30.9815,-7.024222,"Maçon professionnel à Souk Ahras, prix 3769 DA"
440.0,Samir_440,Plombier,El Meniaa,6968,1.3,20.791038,11.343945,"Plombier professionnel à El Meniaa, prix 6968 DA"
441.0,Salim_441,Chauffagiste,Mascara,3219,1.7,19.879946,-0.645356,"Chauffagiste professionnel à Mascara, prix 3219 DA"
442.0,Lounis_442,Plombier,Tébessa,1542,3.9,35.481626,7.687784,"Plombier professionnel à Tébessa, prix 1542 DA"
443.0,Kamel_443,Électricien,Jijel,1355,2.9,30.292522,-6.187551,"Électricien professionnel à Jijel, prix 1355 DA"
444.0,Imad_444,Électricien,Blida,1120,3.1,26.327447,-8.606384,"Électricien professionnel à Blida, prix 1120 DA"
445.0,Adel_445,Carreleur,Bordj Bou Arréridj,1125,2.1,19.838695,1.649433,"Carreleur professionnel à Bordj Bou Arréridj, prix 1125 DA"
446.0,Sami_446,Climatisation,Bordj Bou Arréridj,7145,2.3,28.862877,1.152818,"Climatisation professionnel à Bordj Bou Arréridj, prix 7145 DA"
447.0,Fethi_447,Chauffagiste,Djelfa,3537,2.5,23.018031,9.571316,"Chauffagiste professionnel à Djelfa, prix 3537 DA"
448.0,Samy_448,Climatisation,Mila,6467,3.9,27.287198,5.314483,"Climatisation professionnel à Mila, prix 6467 DA"
449.0,Chafik_449,Maçon,Tindouf,5298,1.0,20.165778,11.045518,"Maçon professionnel à Tindouf, prix 5298 DA"
450.0,Abdelkader_450,Menuisier,Tipaza,3765,4.0,22.056707,7.813616,"Menuisier professionnel à Tipaza, prix 3765 DA"
451.0,Kamel_451,Peintre,Tiaret,4251,4.0,29.371142,7.320822,"Peintre professionnel à Tiaret, prix 4251 DA"
452.0,Lotfi_452,Maçon,Tiaret,5076,1.6,33.817014,3.260205,"Maçon professionnel à Tiaret, prix 5076 DA"
453.0,Farouk_453,Chauffagiste,Bordj Bou Arréridj,3541,3.8,33.348778,-2.161446,"Chauffagiste professionnel à Bordj Bou Arréridj, prix 3541 DA"
454.0,Lounis_454,Jardinier,Béjaïa,1014,4.2,25.961572,10.24418,"Jardinier professionnel à Béjaïa, prix 1014 DA"
455.0,Malik_455,Chauffagiste,Bouira,6658,2.8,25.414269,7.218063,"Chauffagiste professionnel à Bouira, prix 6658 DA"
456.0,Tahar_456,Climatisation,Djanet,6535,3.5,33.660242,-8.464342,"Climatisation professionnel à Djanet, prix 6535 DA"
457.0,Amine_457,Climatisation,In Guezzam,925,2.7,36.761049,10.102584,"Climatisation professionnel à In Guezzam, prix 925 DA"
458.0,Yassine_458,Climatisation,Adrar,7220,3.3,20.604701,0.636871,"Climatisation professionnel à Adrar, prix 7220 DA"
459.0,Rayan_459,Carreleur,El Bayadh,6158,2.4,35.005072,8.484964,"Carreleur professionnel à El Bayadh, prix 6158 DA"
460.0,Hichem_460,Jardinier,Chlef,3374,1.1,28.703699,-8.015643,"Jardinier professionnel à Chlef, prix 3374 DA"
461.0,Amine_461,Chauffagiste,Boumerdès,3018,4.2,26.953855,7.141159,"Chauffagiste professionnel à Boumerdès, prix 3018 DA"
462.0,Ahmed_462,Plombier,Touggourt,5865,4.4,20.252983,7.331485,"Plombier professionnel à Touggourt, prix 5865 DA"
463.0,Fethi_463,Électricien,Illizi,3585,4.5,36.303891,-8.363243,"Électricien professionnel à Illizi, prix 3585 DA"
464.0,Yacine_464,Chauffagiste,In Guezzam,3029,3.9,20.79237,-0.977219,"Chauffagiste professionnel à In Guezzam, prix 3029 DA"
465.0,Sami_465,Menuisier,El Meniaa,7335,4.0,30.182032,-2.431181,"Menuisier professionnel à El Meniaa, prix 7335 DA"
466.0,Ahmed_466,Maçon,Médéa,6772,4.1,25.466832,-8.832388,"Maçon professionnel à Médéa, prix 6772 DA"
467.0,Khaled_467,Plombier,Blida,3518,2.5,27.755437,1.59089,"Plombier professionnel à Blida, prix 3518 DA"
468.0,Rachid_468,Chauffagiste,Souk Ahras,3015,1.7,28.180858,-5.18551,"Chauffagiste professionnel à Souk Ahras, prix 3015 DA"
469.0,Yassine_469,Carreleur,El Meniaa,6152,2.2,28.589326,-4.061796,"Carreleur professionnel à El Meniaa, prix 6152 DA"
470.0,Reda_470,Jardinier,Oran,4032,2.3,32.721843,-6.093181,"Jardinier professionnel à Oran, prix 4032 DA"
471.0,Anis_471,Plombier,Ghardaïa,3536,3.6,28.151115,-1.634709,"Plombier professionnel à Ghardaïa, prix 3536 DA"
472.0,Younes_472,Climatisation,Touggourt,1211,4.8,36.826095,9.86765,"Climatisation professionnel à Touggourt, prix 1211 DA"
473.0,Imad_473,Plombier,Chlef,2401,3.5,36.322288,2.181129,"Plombier professionnel à Chlef, prix 2401 DA"
474.0,Abdelkader_474,Maçon,Biskra,4098,4.4,21.87454,10.658239,"Maçon professionnel à Biskra, prix 4098 DA"
475.0,Zinedine_475,Peintre,Béni Abbès,2623,1.9,23.836003,7.975392,"Peintre professionnel à Béni Abbès, prix 2623 DA"
476.0,Khaled_476,Menuisier,Bordj Bou Arréridj,7160,1.3,25.665418,-5.59617,"Menuisier professionnel à Bordj Bou Arréridj, prix 7160 DA"
477.0,Imad_477,Chauffagiste,Tlemcen,5921,1.9,25.700641,-6.165855,"Chauffagiste professionnel à Tlemcen, prix 5921 DA"
478.0,Sofiane_478,Électricien,Souk Ahras,6663,3.3,23.476101,-0.78565,"Électricien professionnel à Souk Ahras, prix 6663 DA"
479.0,Mounir_479,Électricien,El Meniaa,3712,3.2,29.233143,-0.370828,"Électricien professionnel à El Meniaa, prix 3712 DA"
480.0,Khaled_480,Menuisier,Relizane,2791,1.6,29.962406,1.370167,"Menuisier professionnel à Relizane, prix 2791 DA"
481.0,Yacine_481,Menuisier,Oum El-Bouaghi,3404,4.2,32.731166,-3.336553,"Menuisier professionnel à Oum El-Bouaghi, prix 3404 DA"
482.0,Anis_482,Plombier,Tiaret,7650,2.0,33.798501,10.776984,"Plombier professionnel à Tiaret, prix 7650 DA"
483.0,Ali_483,Maçon,Jijel,1670,3.7,28.079068,-8.582831,"Maçon professionnel à Jijel, prix 1670 DA"
484.0,Abderrahmane_484,Électricien,Tiaret,7849,1.8,33.130991,-1.962758,"Électricien professionnel à Tiaret, prix 7849 DA"
485.0,Reda_485,Carreleur,Constantine,7010,2.7,34.062337,-3.186376,"Carreleur professionnel à Constantine, prix 7010 DA"
486.0,Brahim_486,Climatisation,Khenchela,5638,1.3,33.99639,10.620704,"Climatisation professionnel à Khenchela, prix 5638 DA"
487.0,Imad_487,Soudeur,Alger,2784,1.3,19.550138,-0.231483,"Soudeur professionnel à Alger, prix 2784 DA"
488.0,Zinedine_488,Climatisation,Ouled Djellal,6812,4.4,23.21134,-4.928616,"Climatisation professionnel à Ouled Djellal, prix 6812 DA"
489.0,Hocine_489,Maçon,Souk Ahras,1487,2.9,35.013725,2.676063,"Maçon professionnel à Souk Ahras, prix 1487 DA"
490.0,Lotfi_490,Chauffagiste,Ouargla,5360,1.1,35.056752,2.946889,"Chauffagiste professionnel à Ouargla, prix 5360 DA"
491.0,Omar_491,Maçon,Bordj Badji Mokhtar,4183,2.6,25.485375,-2.929881,"Maçon professionnel à Bordj Badji Mokhtar, prix 4183 DA"
492.0,Lounis_492,Jardinier,Béjaïa,2758,4.4,32.377346,8.714421,"Jardinier professionnel à Béjaïa, prix 2758 DA"
493.0,Hocine_493,Maçon,Illizi,6016,2.1,33.126444,-7.487024,"Maçon professionnel à Illizi, prix 6016 DA"
494.0,Chafik_494,Maçon,Ghardaïa,7035,3.6,33.668429,9.884063,"Maçon professionnel à Ghardaïa, prix 7035 DA"
495.0,Samir_495,Peintre,Tébessa,6337,4.2,24.311485,6.50539,"Peintre professionnel à Tébessa, prix 6337 DA"
496.0,Aymen_496,Chauffagiste,In Guezzam,1070,2.1,31.328017,-5.987842,"Chauffagiste professionnel à In Guezzam, prix 1070 DA"
497.0,Ilyes_497,Chauffagiste,Aïn Témouchent,1425,3.0,35.573921,4.298169,"Chauffagiste professionnel à Aïn Témouchent, prix 1425 DA"
498.0,Ilyes_498,Électricien,Chlef,3987,1.8,31.484454,-3.709436,"Électricien professionnel à Chlef, prix 3987 DA"
499.0,Salim_499,Plombier,Béni Abbès,1940,4.7,21.857201,8.133768,"Plombier professionnel à Béni Abbès, prix 1940 DA"
500.0,Amar_500,Climatisation,El Meniaa,3933,3.3,26.806505,0.885885,"Climatisation professionnel à El Meniaa, prix 3933 DA"
501.0,Hichem_501,Menuisier,Djelfa,4349,3.4,25.027451,4.072985,"Menuisier professionnel à Djelfa, prix 4349 DA"
502.0,Fares_502,Soudeur,Tizi Ouzou,1662,3.4,20.056132,5.516273,"Soudeur professionnel à Tizi Ouzou, prix 1662 DA"
503.0,Anis_503,Électricien,El Meniaa,5155,1.0,22.287889,0.029605,"Électricien professionnel à El Meniaa, prix 5155 DA"
504.0,Kamel_504,Électricien,Saïda,2309,1.4,30.69703,1.566062,"Électricien professionnel à Saïda, prix 2309 DA"
505.0,Amine_505,Plombier,Sétif,5108,4.3,34.806206,11.746992,"Plombier professionnel à Sétif, prix 5108 DA"
506.0,Yassine_506,Électricien,Oran,4887,3.6,31.730837,11.889984,"Électricien professionnel à Oran, prix 4887 DA"
507.0,Omar_507,Jardinier,Djelfa,5108,1.2,19.435542,6.905526,"Jardinier professionnel à Djelfa, prix 5108 DA"
508.0,Fouad_508,Climatisation,Touggourt,3827,3.1,30.626295,10.51717,"Climatisation professionnel à Touggourt, prix 3827 DA"
509.0,Walid_509,Peintre,Béchar,3398,1.5,31.122139,-6.587991,"Peintre professionnel à Béchar, prix 3398 DA"
510.0,Samy_510,Chauffagiste,Tlemcen,3178,2.8,33.44657,1.159748,"Chauffagiste professionnel à Tlemcen, prix 3178 DA"
511.0,Nabil_511,Maçon,Saïda,5642,3.3,30.814856,3.141645,"Maçon professionnel à Saïda, prix 5642 DA"
512.0,Chafik_512,Maçon,Batna,5272,4.3,25.536003,-1.792089,"Maçon professionnel à Batna, prix 5272 DA"
513.0,Sami_513,Climatisation,Batna,7894,3.4,31.846765,8.740684,"Climatisation professionnel à Batna, prix 7894 DA"
514.0,Reda_514,Jardinier,Touggourt,1901,1.4,28.040378,1.19245,"Jardinier professionnel à Touggourt, prix 1901 DA"
515.0,Abderrahmane_515,Maçon,Illizi,1256,2.3,32.015406,9.817594,"Maçon professionnel à Illizi, prix 1256 DA"
516.0,Farid_516,Menuisier,In Salah,5853,3.2,23.408166,4.730422,"Menuisier professionnel à In Salah, prix 5853 DA"
517.0,Hakim_517,Maçon,Adrar,4801,3.4,32.050634,-1.116083,"Maçon professionnel à Adrar, prix 4801 DA"
518.0,Lounis_518,Climatisation,Tizi Ouzou,5134,3.1,21.556684,-7.820416,"Climatisation professionnel à Tizi Ouzou, prix 5134 DA"
519.0,Rachid_519,Carreleur,Ouargla,7031,4.0,32.809302,-1.413654,"Carreleur professionnel à Ouargla, prix 7031 DA"
520.0,Younes_520,Carreleur,Bordj Bou Arréridj,5491,3.6,34.913873,6.587535,"Carreleur professionnel à Bordj Bou Arréridj, prix 5491 DA"
521.0,Farouk_521,Carreleur,Mascara,4621,3.3,24.202888,-6.575263,"Carreleur professionnel à Mascara, prix 4621 DA"
522.0,Rachid_522,Jardinier,Bordj Badji Mokhtar,4762,3.7,32.23961,1.732351,"Jardinier professionnel à Bordj Badji Mokhtar, prix 4762 DA"
523.0,Lounis_523,Soudeur,Alger,4220,3.3,34.62359,10.489559,"Soudeur professionnel à Alger, prix 4220 DA"
524.0,Abderrahmane_524,Soudeur,Mila,1218,3.4,33.316703,-8.331422,"Soudeur professionnel à Mila, prix 1218 DA"
525.0,Farid_525,Maçon,Djanet,5112,3.2,33.882728,6.017772,"Maçon professionnel à Djanet, prix 5112 DA"
526.0,Ilyes_526,Carreleur,Blida,1415,4.8,25.785233,3.93177,"Carreleur professionnel à Blida, prix 1415 DA"
527.0,Salim_527,Plombier,Batna,7669,1.5,27.957475,1.093887,"Plombier professionnel à Batna, prix 7669 DA"
528.0,Imad_528,Peintre,Illizi,3295,3.5,34.804354,-2.979589,"Peintre professionnel à Illizi, prix 3295 DA"
529.0,Omar_529,Chauffagiste,Oum El-Bouaghi,3641,1.0,32.710448,8.725226,"Chauffagiste professionnel à Oum El-Bouaghi, prix 3641 DA"
530.0,Lotfi_530,Peintre,Oum El-Bouaghi,4271,4.5,22.269307,-1.463128,"Peintre professionnel à Oum El-Bouaghi, prix 4271 DA"
531.0,Amar_531,Électricien,Mostaganem,972,2.0,29.334946,-3.877028,"Électricien professionnel à Mostaganem, prix 972 DA"
532.0,Imad_532,Plombier,Bordj Bou Arréridj,1419,3.7,21.71081,1.553449,"Plombier professionnel à Bordj Bou Arréridj, prix 1419 DA"
533.0,Yacine_533,Menuisier,Constantine,3375,1.9,21.430049,7.35619,"Menuisier professionnel à Constantine, prix 3375 DA"
534.0,Mounir_534,Carreleur,Tiaret,4039,4.2,32.299357,9.562512,"Carreleur professionnel à Tiaret, prix 4039 DA"
535.0,Zinedine_535,Jardinier,Boumerdès,6469,4.5,31.871166,8.818894,"Jardinier professionnel à Boumerdès, prix 6469 DA"
536.0,Walid_536,Carreleur,Tindouf,4122,4.1,26.934683,-4.064742,"Carreleur professionnel à Tindouf, prix 4122 DA"
537.0,Abderrahmane_537,Soudeur,El Bayadh,6647,2.4,28.289103,3.042956,"Soudeur professionnel à El Bayadh, prix 6647 DA"
538.0,Adel_538,Peintre,Boumerdès,1418,1.5,32.503479,-2.377242,"Peintre professionnel à Boumerdès, prix 1418 DA"
539.0,Rachid_539,Climatisation,Mostaganem,3275,1.2,19.394391,10.96503,"Climatisation professionnel à Mostaganem, prix 3275 DA"
540.0,Abderrahmane_540,Soudeur,Biskra,4172,2.5,24.971441,-0.544446,"Soudeur professionnel à Biskra, prix 4172 DA"
541.0,Reda_541,Menuisier,Djelfa,2068,1.0,22.382606,5.726823,"Menuisier professionnel à Djelfa, prix 2068 DA"
542.0,Salim_542,Menuisier,El Tarf,2509,4.7,30.792561,7.676573,"Menuisier professionnel à El Tarf, prix 2509 DA"
543.0,Lotfi_543,Jardinier,Médéa,6548,2.1,30.576395,10.961281,"Jardinier professionnel à Médéa, prix 6548 DA"
544.0,Farid_544,Peintre,Oum El-Bouaghi,1024,1.3,21.867064,6.63993,"Peintre professionnel à Oum El-Bouaghi, prix 1024 DA"
545.0,Mohamed_545,Maçon,Ghardaïa,6660,2.9,26.194797,-0.303474,"Maçon professionnel à Ghardaïa, prix 6660 DA"
546.0,Hichem_546,Peintre,In Salah,3398,3.2,33.873068,8.783863,"Peintre professionnel à In Salah, prix 3398 DA"
547.0,Malik_547,Chauffagiste,Biskra,7877,2.3,22.494158,3.202097,"Chauffagiste professionnel à Biskra, prix 7877 DA"
548.0,Samy_548,Carreleur,Ouled Djellal,5518,2.6,35.421535,8.805595,"Carreleur professionnel à Ouled Djellal, prix 5518 DA"
549.0,Walid_549,Climatisation,In Salah,3115,2.0,22.954095,6.915291,"Climatisation professionnel à In Salah, prix 3115 DA"
550.0,Yacine_550,Menuisier,Bordj Badji Mokhtar,7030,2.5,34.295435,-8.353587,"Menuisier professionnel à Bordj Badji Mokhtar, prix 7030 DA"
551.0,Lounis_551,Électricien,In Guezzam,5034,2.4,27.924493,10.951257,"Électricien professionnel à In Guezzam, prix 5034 DA"
552.0,Hocine_552,Électricien,Béni Abbès,3162,4.1,30.178909,3.212879,"Électricien professionnel à Béni Abbès, prix 3162 DA"
553.0,Amar_553,Chauffagiste,El Tarf,4233,4.7,25.051448,3.402906,"Chauffagiste professionnel à El Tarf, prix 4233 DA"
554.0,Khaled_554,Jardinier,In Salah,5053,2.8,29.202996,2.874883,"Jardinier professionnel à In Salah, prix 5053 DA"
555.0,Mounir_555,Plombier,Batna,7566,3.8,24.863079,-6.269057,"Plombier professionnel à Batna, prix 7566 DA"
556.0,Tahar_556,Plombier,Adrar,2081,3.3,30.907325,3.803755,"Plombier professionnel à Adrar, prix 2081 DA"
557.0,Farouk_557,Plombier,Blida,2068,4.1,21.314236,-1.760915,"Plombier professionnel à Blida, prix 2068 DA"
558.0,Fares_558,Peintre,Batna,2258,3.3,29.759624,11.683857,"Peintre professionnel à Batna, prix 2258 DA"
559.0,Fethi_559,Jardinier,El Oued,3088,3.0,33.213965,-3.81222,"Jardinier professionnel à El Oued, prix 3088 DA"
560.0,Karim_560,Menuisier,Tizi Ouzou,4928,1.4,30.242489,8.722753,"Menuisier professionnel à Tizi Ouzou, prix 4928 DA"
561.0,Samir_561,Climatisation,Ouled Djellal,4815,1.6,28.965537,-5.172285,"Climatisation professionnel à Ouled Djellal, prix 4815 DA"
562.0,Zinedine_562,Soudeur,Constantine,5586,2.6,22.442783,10.161622,"Soudeur professionnel à Constantine, prix 5586 DA"
563.0,Adel_563,Jardinier,Mila,2978,2.3,21.921563,0.423672,"Jardinier professionnel à Mila, prix 2978 DA"
564.0,Tahar_564,Maçon,Mila,1024,1.5,27.071544,7.828474,"Maçon professionnel à Mila, prix 1024 DA"
565.0,Bilal_565,Soudeur,Alger,7924,5.0,36.675122,2.747278,"Soudeur professionnel à Alger, prix 7924 DA"
566.0,Walid_566,Menuisier,Sidi Bel Abbès,4523,5.0,22.628332,-7.209467,"Menuisier professionnel à Sidi Bel Abbès, prix 4523 DA"
567.0,Younes_567,Jardinier,Mila,5934,4.7,28.805498,-4.183001,"Jardinier professionnel à Mila, prix 5934 DA"
568.0,Yassine_568,Chauffagiste,Mostaganem,4636,1.4,20.252826,9.633621,"Chauffagiste professionnel à Mostaganem, prix 4636 DA"
569.0,Noureddine_569,Soudeur,Médéa,6727,2.9,36.597427,5.227519,"Soudeur professionnel à Médéa, prix 6727 DA"
570.0,Aymen_570,Électricien,Blida,7641,1.3,32.700791,-1.121009,"Électricien professionnel à Blida, prix 7641 DA"
571.0,Sami_571,Plombier,Illizi,6463,1.0,21.013496,4.30273,"Plombier professionnel à Illizi, prix 6463 DA"
572.0,Hichem_572,Chauffagiste,In Salah,6095,3.8,25.257553,-3.898142,"Chauffagiste professionnel à In Salah, prix 6095 DA"
573.0,Farid_573,Maçon,Tindouf,1283,4.8,30.063369,0.600538,"Maçon professionnel à Tindouf, prix 1283 DA"
574.0,Bilal_574,Soudeur,Skikda,6537,4.4,32.139833,5.413168,"Soudeur professionnel à Skikda, prix 6537 DA"
575.0,Hichem_575,Électricien,Mila,2057,4.5,31.857218,6.151451,"Électricien professionnel à Mila, prix 2057 DA"
576.0,Fares_576,Peintre,Boumerdès,3279,4.9,35.430585,0.234313,"Peintre professionnel à Boumerdès, prix 3279 DA"
577.0,Mokhtar_577,Menuisier,Constantine,1228,2.9,19.945542,-7.551673,"Menuisier professionnel à Constantine, prix 1228 DA"
578.0,Abdelkader_578,Jardinier,Alger,4426,3.3,30.297117,-1.198617,"Jardinier professionnel à Alger, prix 4426 DA"
579.0,Brahim_579,Carreleur,Tipaza,2644,2.0,29.542588,-4.466681,"Carreleur professionnel à Tipaza, prix 2644 DA"
580.0,Malik_580,Menuisier,Khenchela,5851,4.6,25.821717,-1.524753,"Menuisier professionnel à Khenchela, prix 5851 DA"
581.0,Fouad_581,Plombier,Béjaïa,1083,4.7,35.925575,-4.820723,"Plombier professionnel à Béjaïa, prix 1083 DA"
582.0,Farouk_582,Menuisier,El Meniaa,2338,1.2,25.472531,4.505364,"Menuisier professionnel à El Meniaa, prix 2338 DA"
583.0,Brahim_583,Plombier,Relizane,5501,2.7,23.003273,-4.057357,"Plombier professionnel à Relizane, prix 5501 DA"
584.0,Lounis_584,Soudeur,Illizi,1208,4.1,22.222364,9.956988,"Soudeur professionnel à Illizi, prix 1208 DA"
585.0,Imad_585,Chauffagiste,Tébessa,7990,2.8,24.235561,11.049587,"Chauffagiste professionnel à Tébessa, prix 7990 DA"
586.0,Aymen_586,Menuisier,Sétif,6324,2.4,30.873256,2.420059,"Menuisier professionnel à Sétif, prix 6324 DA"
587.0,Hocine_587,Climatisation,Oran,3733,4.8,36.221446,-6.333481,"Climatisation professionnel à Oran, prix 3733 DA"
588.0,Lounis_588,Carreleur,Chlef,5688,3.1,36.523272,7.902685,"Carreleur professionnel à Chlef, prix 5688 DA"
589.0,Noureddine_589,Électricien,Boumerdès,1244,4.8,34.780035,6.875086,"Électricien professionnel à Boumerdès, prix 1244 DA"
590.0,Omar_590,Soudeur,Bordj Badji Mokhtar,6977,3.6,23.406903,-5.571888,"Soudeur professionnel à Bordj Badji Mokhtar, prix 6977 DA"
591.0,Mustapha_591,Carreleur,Tébessa,2429,3.8,30.556812,-7.945033,"Carreleur professionnel à Tébessa, prix 2429 DA"
592.0,Aymen_592,Climatisation,Relizane,5167,2.3,26.966997,-2.462123,"Climatisation professionnel à Relizane, prix 5167 DA"
593.0,Zinedine_593,Carreleur,Jijel,6873,3.6,26.910276,10.312634,"Carreleur professionnel à Jijel, prix 6873 DA"
594.0,Noureddine_594,Soudeur,El Tarf,881,1.6,36.858423,10.687332,"Soudeur professionnel à El Tarf, prix 881 DA"
595.0,Noureddine_595,Carreleur,Souk Ahras,2605,3.7,31.700849,3.161814,"Carreleur professionnel à Souk Ahras, prix 2605 DA"
596.0,Hakim_596,Électricien,Béjaïa,800,1.2,32.511535,4.703137,"Électricien professionnel à Béjaïa, prix 800 DA"
597.0,Zinedine_597,Maçon,Médéa,7917,5.0,32.880302,7.658918,"Maçon professionnel à Médéa, prix 7917 DA"
598.0,Samir_598,Chauffagiste,Djelfa,4489,4.6,23.073763,3.777234,"Chauffagiste professionnel à Djelfa, prix 4489 DA"
599.0,Walid_599,Électricien,El Meghaier,7252,3.4,27.839896,0.494161,"Électricien professionnel à El Meghaier, prix 7252 DA"
600.0,Mohamed_600,Maçon,Bouira,2782,3.8,22.221245,-8.866313,"Maçon professionnel à Bouira, prix 2782 DA"
601.0,Abderrahmane_601,Plombier,Sétif,5520,4.0,35.571153,2.253448,"Plombier professionnel à Sétif, prix 5520 DA"
602.0,Reda_602,Plombier,Mostaganem,913,1.4,23.153172,-0.43749,"Plombier professionnel à Mostaganem, prix 913 DA"
603.0,Aymen_603,Carreleur,Biskra,3118,1.0,21.700375,2.038172,"Carreleur professionnel à Biskra, prix 3118 DA"
604.0,Amine_604,Menuisier,Timimoun,7020,3.1,23.469995,0.083425,"Menuisier professionnel à Timimoun, prix 7020 DA"
605.0,Mounir_605,Électricien,Bordj Bou Arréridj,2176,4.5,28.155479,4.501947,"Électricien professionnel à Bordj Bou Arréridj, prix 2176 DA"
606.0,Salim_606,Électricien,El Oued,5847,3.9,21.834051,11.234276,"Électricien professionnel à El Oued, prix 5847 DA"
607.0,Omar_607,Chauffagiste,Tiaret,7714,2.0,31.899453,0.294788,"Chauffagiste professionnel à Tiaret, prix 7714 DA"
608.0,Hakim_608,Climatisation,Aïn Témouchent,2432,3.8,32.565524,-1.645467,"Climatisation professionnel à Aïn Témouchent, prix 2432 DA"
609.0,Mounir_609,Soudeur,Ouled Djellal,2280,3.2,27.583623,-7.957716,"Soudeur professionnel à Ouled Djellal, prix 2280 DA"
610.0,Fouad_610,Peintre,Tissemsilt,5453,2.6,27.996769,5.719672,"Peintre professionnel à Tissemsilt, prix 5453 DA"
611.0,Younes_611,Menuisier,Mascara,807,3.6,33.409105,7.548468,"Menuisier professionnel à Mascara, prix 807 DA"
612.0,Younes_612,Maçon,Aïn Témouchent,3459,3.7,31.378316,10.235032,"Maçon professionnel à Aïn Témouchent, prix 3459 DA"
613.0,Hakim_613,Carreleur,Chlef,6454,3.4,28.456487,11.701296,"Carreleur professionnel à Chlef, prix 6454 DA"
614.0,Rayan_614,Chauffagiste,Tébessa,4093,1.1,20.678107,-2.328039,"Chauffagiste professionnel à Tébessa, prix 4093 DA"
615.0,Khaled_615,Peintre,Jijel,6237,3.3,24.347893,6.642749,"Peintre professionnel à Jijel, prix 6237 DA"
616.0,Younes_616,Chauffagiste,Tipaza,4344,1.7,24.720176,0.789887,"Chauffagiste professionnel à Tipaza, prix 4344 DA"
617.0,Anis_617,Climatisation,Djelfa,2366,2.7,30.868895,8.71798,"Climatisation professionnel à Djelfa, prix 2366 DA"
618.0,Khaled_618,Peintre,MSila,6288,2.9,26.50412,-1.363596,"Peintre professionnel à MSila, prix 6288 DA"
619.0,Karim_619,Peintre,Annaba,3914,4.9,22.608508,4.491845,"Peintre professionnel à Annaba, prix 3914 DA"
620.0,Younes_620,Menuisier,Annaba,6975,2.5,29.537169,9.16373,"Menuisier professionnel à Annaba, prix 6975 DA"
621.0,Farouk_621,Menuisier,Tipaza,1863,1.7,26.876102,7.885254,"Menuisier professionnel à Tipaza, prix 1863 DA"
